ID,Pred
243,0.512302897
244,0.522604784
245,0.502008663
246,0.506227894
247,0.494195193
248,0.499993452
249,0.5019943
250,0.502289394
251,0.522792919
252,0.51073884
253,0.50776346
254,0.619826693
255,0.492914404
256,0.507956954
257,0.522281147
258,0.495728663
259,0.489310753
260,0.495231571
261,0.533221311
262,0.500065392
263,0.517917575
264,0.50935393
265,0.498533841
266,0.503547496
267,0.606288178
268,0.699053296
269,0.520516221
270,0.497256126
271,0.527662519
272,0.519525938
273,0.519729021
274,0.517029235
275,0.524341506
276,0.529193945
277,0.520786903
278,0.504166522
279,0.506669575
280,0.496328302
281,0.504174804
282,0.501169036
283,0.512466787
284,0.501383168
285,0.485568912
286,0.509402678
287,0.488219087
288,0.521686295
289,0.499557333
290,0.50176185
291,0.490432186
292,0.502365274
293,0.506789259
294,0.495797544
295,0.537442612
296,0.524833554
297,0.489837884
298,0.51189167
299,0.553696877
300,0.528995423
301,0.512682275
302,0.504853635
303,0.509463013
304,0.491377107
305,0.604479741
306,0.5057653
307,0.492301877
308,0.504364174
309,0.509342208
310,0.525295992
311,0.505501427
312,0.511350815
313,0.4966222
314,0.499863672
315,0.514373484
316,0.50144527
317,0.495528194
318,0.490232646
319,0.524875762
320,0.490975068
321,0.506485074
322,0.503215051
323,0.478010538
324,0.518746488
325,4.777181225
326,0.504568548
327,0.52159199
328,0.490660824
329,0.518337294
330,0.498442875
331,0.507739236
332,0.540596054
333,0.505505006
334,0.505670246
335,0.521675132
336,0.490003879
337,0.53974033
338,0.533235899
339,0.502288933
340,0.491130875
341,0.530966214
342,0.490902693
343,0.509491563
344,0.514978861
345,0.496335556
346,0.629951603
347,0.508081107
348,0.493036409
349,0.500426385
350,0.51699166
351,0.484105707
352,0.506019826
353,0.501813353
354,0.525218293
355,0.507506716
356,0.498571176
357,0.508256572
358,0.50795201
359,0.49245856
360,0.512828329
361,0.527483265
362,0.49133614
363,0.530915276
364,0.509227889
365,0.503015982
366,0.491111605
367,0.519293215
368,0.465941124
369,0.529261887
370,0.50088472
371,0.502859124
372,0.53697767
373,0.500720847
374,0.51644673
375,0.442977079
376,0.499848985
377,0.4973478
378,0.503979834
379,0.510432606
380,0.49830721
381,0.483555087
382,0.536440862
383,0.498578949
384,0.499446383
385,0.495426467
386,0.506528501
387,0.497992836
388,0.504347938
389,0.526557226
390,0.502430712
391,0.551331513
392,0.486657241
393,0.488096487
394,0.502136943
395,0.50536547
396,0.485476503
397,0.497489618
398,0.472728408
399,0.498927694
400,0.564985466
401,0.496750213
402,0.532814261
403,0.514963375
404,0.504421194
405,0.498097555
406,0.516086483
407,0.504250943
408,0.512472851
409,0.50867627
410,0.500859226
411,0.502376294
412,0.493877024
413,0.477809394
414,0.483319492
415,0.507798877
416,0.493816213
417,0.45185485
418,0.519181052
419,0.518044332
420,0.511415036
421,0.502748873
422,0.479465422
423,0.507194443
424,0.510333544
425,0.463746997
426,0.510643141
427,0.493287109
428,0.513693339
429,0.515465052
430,0.507700691
431,0.499958446
432,0.504902832
433,0.527249946
434,0.507341159
435,0.476289084
436,0.454102257
437,0.507893075
438,0.530438096
439,0.477467034
440,0.501578774
441,0.54096499
442,0.497141402
443,0.511474922
444,0.499896295
445,0.512686357
446,0.495148694
447,0.504614854
448,0.548826712
449,0.487831877
450,0.508883823
451,0.507760783
452,0.488721297
453,0.51525991
454,0.520611147
455,0.501218669
456,0.502424397
457,0.509744865
458,0.508813078
459,0.502503667
460,0.498741284
461,0.500395066
462,0.496747201
463,0.502022686
464,0.497547033
465,0.48785645
466,0.506168
467,0.639006172
468,0.482256686
469,0.533409229
470,0.52828446
471,0.488397136
472,0.522754644
473,0.500715374
474,0.503346314
475,0.494232933
476,0.503646469
477,0.504561123
478,0.520423804
479,0.53586996
480,0.522120115
481,0.482862795
482,0.506335107
483,0.518191149
484,0.522807903
485,0.495078127
486,0.498676283
487,0.480779715
488,0.504591646
489,0.529729262
490,0.499913919
491,0.513733348
492,0.545228976
493,0.512897436
494,0.49759734
495,0.563574693
496,0.503293961
497,0.503971848
498,0.51485402
499,0.534108764
500,0.508639151
501,0.510216385
502,0.489956779
503,0.503436494
504,0.509840849
505,0.480981272
506,0.486903992
507,0.526544796
508,0.509361638
509,0.506402185
510,0.506375509
511,0.495287502
512,0.502439693
513,0.604934734
514,0.491064494
515,0.497483392
516,0.509140116
517,0.520371533
518,0.523657593
519,0.503298911
520,0.506056372
521,0.511342699
522,0.510872559
523,0.5268587
524,0.460086107
525,0.51116051
526,0.516594597
527,0.51340057
528,0.509316151
529,0.474851543
530,0.531961948
531,0.512696133
532,0.499095976
533,0.52133497
534,0.563322487
535,0.651785893
536,0.497520181
537,0.512981199
538,0.507038543
539,0.503751402
540,0.504605637
541,0.467491487
542,0.516831988
543,0.516947887
544,0.505043073
545,0.503155116
546,0.495726983
547,0.506408685
548,0.500626813
549,0.533691579
550,0.526783675
551,0.512713376
552,0.517525768
553,0.521267896
554,0.510790818
555,0.542204625
556,0.80067853
557,0.496814768
558,0.511433667
559,0.501655532
560,0.510804213
561,0.50138792
562,0.524657249
563,0.495625727
564,0.508260436
565,0.526170331
566,0.503069977
567,0.506269188
568,0.518953974
569,0.498119465
570,0.519006055
571,0.510612464
572,0.500396945
573,0.529147238
574,0.502729171
575,0.514063057
576,0.567645495
577,0.518519872
578,0.526716359
579,0.502442456
580,0.501072579
581,0.516735436
582,0.516888283
583,0.507571993
584,0.514771178
585,0.513866392
586,0.468130286
587,0.511878385
588,0.537341552
589,0.569089614
590,0.513670092
591,0.49207909
592,0.525278853
593,0.520950653
594,0.499109497
595,0.43304791
596,0.514006272
597,0.52902332
598,0.530919738
599,0.525307251
600,0.527549183
601,0.502165429
602,0.518486521
603,0.543661133
604,0.512304075
605,0.507925959
606,0.500694195
607,0.520528699
608,0.493595558
609,0.475522833
610,0.497505702
611,0.548483995
612,0.406091223
613,0.525769698
614,0.51762742
615,0.492820462
616,0.507865186
617,0.497722656
618,0.479385107
619,0.496415335
620,0.514713084
621,0.512714531
622,0.506912361
623,0.515000858
624,0.500566129
625,0.507008249
626,0.521850365
627,0.494783326
628,0.522056152
629,0.487318899
630,0.495239534
631,0.516410297
632,0.591291418
633,0.519039952
634,0.50548115
635,0.498339749
636,0.540491115
637,0.496705349
638,0.574810818
639,0.512546061
640,0.539155933
641,0.517893821
642,0.514674934
643,0.501524937
644,0.520551671
645,0.486773909
646,0.505772188
647,0.541985545
648,0.512844443
649,0.511745627
650,0.479181312
651,0.578423694
652,0.489976607
653,0.512889823
654,0.505742231
655,0.456017421
656,0.517387874
657,0.507901987
658,0.528141731
659,0.575449288
660,0.528053436
661,0.514986155
662,0.653334269
663,0.493295057
664,0.498028074
665,0.5139251
666,0.500549222
667,0.498433662
668,0.500695266
669,0.50658624
670,0.481969627
671,0.519868098
672,0.476988689
673,0.50453862
674,0.507198572
675,0.510248038
676,0.579270056
677,0.657786865
678,0.4938718
679,0.511785849
680,0.507125976
681,0.508569362
682,0.505441306
683,0.504030541
684,0.529609114
685,0.484394873
686,0.496323964
687,0.523570642
688,0.489392734
689,0.505786901
690,0.494732799
691,0.510366447
692,0.468493547
693,0.486327795
694,0.509015559
695,0.503754561
696,0.545084122
697,0.563056151
698,0.511475528
699,0.504644694
700,0.505424255
701,0.512680784
702,0.469640266
703,0.514205074
704,0.511741172
705,0.49797582
706,0.479999032
707,0.496699657
708,0.511283149
709,0.582912363
710,0.522504201
711,0.495170995
712,0.518437934
713,0.52699455
714,0.487826178
715,0.539009341
716,0.511261972
717,0.503912861
718,0.500293226
719,0.520809983
720,0.507157463
721,0.48056091
722,0.498266357
723,0.505497693
724,0.478845759
725,0.499096219
726,0.478650874
727,0.52540493
728,0.519516731
729,0.511314423
730,0.512561076
731,0.530482779
732,0.50074258
733,0.492036919
734,0.524001967
735,0.487987551
736,0.505813809
737,0.509459095
738,0.506797441
739,0.508951811
740,0.505368202
741,0.50206504
742,0.521675132
743,0.501832111
744,0.50565632
745,0.507811786
746,0.507383158
747,0.501395444
748,0.562292967
749,0.497632104
750,0.526604572
751,0.48637834
752,0.496806537
753,0.517084892
754,0.511898657
755,0.506577827
756,0.50279244
757,0.513308534
758,0.515947879
759,0.496932371
760,0.504625423
761,0.524602914
762,0.482149788
763,0.522026558
764,0.487148544
765,0.563194083
766,0.512786889
767,0.499413556
768,0.50046758
769,0.493976255
770,0.487116975
771,0.517289963
772,0.522240522
773,0.515480159
774,0.485916616
775,0.50225347
776,0.486466785
777,0.484307159
778,0.586223002
779,0.502301002
780,0.531545307
781,0.50346511
782,0.503008153
783,0.502091034
784,0.548912573
785,0.51237228
786,0.517424264
787,0.503954113
788,0.524170141
789,0.503106982
790,0.505254759
791,0.524046073
792,0.508074486
793,0.406091223
794,0.521675132
795,0.502461232
796,0.504119263
797,0.519775337
798,0.500239587
799,0.536571714
800,0.515665587
801,0.566101139
802,0.789344665
803,0.501385597
804,0.5062939
805,0.465669755
806,0.498864557
807,0.466363168
808,0.507908098
809,0.525782303
810,0.515578545
811,0.504163136
812,0.505801281
813,0.510035582
814,0.573401062
815,0.54815686
816,0.500666258
817,0.498813693
818,0.528428993
819,0.494092513
820,0.484408604
821,0.492503225
822,0.496270741
823,0.495158793
824,0.499265784
825,0.489799279
826,0.509557339
827,0.496751356
828,0.516002869
829,0.51362361
830,0.54680806
831,0.507262204
832,0.513801031
833,0.501740695
834,0.500934848
835,0.504391231
836,0.530523996
837,0.578979456
838,0.487252491
839,0.499770819
840,0.514927627
841,0.570133046
842,0.520942662
843,0.501410975
844,0.513525415
845,0.511978546
846,0.509133594
847,0.505368379
848,0.481748693
849,0.527082527
850,0.514978861
851,0.499564626
852,0.51460389
853,0.490614435
854,0.484620165
855,0.507179793
856,0.511103588
857,0.503981033
858,0.532631082
859,0.507813772
860,0.509440784
861,0.50691308
862,0.5147964
863,0.515222993
864,0.515575675
865,0.50503567
866,0.520059955
867,0.528892434
868,0.517964912
869,0.520409518
870,0.502109316
871,0.536464773
872,0.479173789
873,0.506540672
874,0.502817323
875,0.505426997
876,0.49467185
877,0.490769921
878,0.50634807
879,0.503125121
880,0.509494221
881,0.527411883
882,0.524284169
883,0.53753299
884,0.522261583
885,0.522275661
886,0.507359269
887,0.526239295
888,0.453976268
889,0.509241506
890,0.571465792
891,0.498755067
892,0.531084228
893,0.491357689
894,0.479850254
895,0.518804094
896,0.501084406
897,0.517658317
898,0.497750331
899,0.518396727
900,0.526359992
901,0.531466837
902,0.510478755
903,0.501488526
904,0.514007553
905,0.717099917
906,0.532723267
907,0.516091475
908,0.504978965
909,0.476567637
910,0.595249329
911,0.499321151
912,0.456016243
913,0.513332738
914,0.516029258
915,0.510298411
916,0.533779804
917,0.513252254
918,0.525063982
919,0.531991466
920,0.489249923
921,0.49282514
922,0.507559449
923,0.514840068
924,0.521779919
925,0.524956858
926,0.520003905
927,0.512277399
928,0.512916959
929,0.493805793
930,0.478553833
931,0.504297064
932,0.504597068
933,0.511295826
934,0.497091629
935,0.491282521
936,0.51610414
937,0.523465824
938,0.496839381
939,0.488670148
940,0.49566177
941,0.5040981
942,0.513797006
943,0.507297974
944,0.491527992
945,0.495408773
946,0.495249167
947,0.534132235
948,0.538291704
949,0.512600713
950,0.511269518
951,0.514994518
952,0.549266759
953,0.514073674
954,0.603044219
955,0.487322507
956,0.522343349
957,0.495278015
958,0.510107744
959,0.482736049
960,0.513604816
961,0.507700388
962,0.52089691
963,0.496151159
964,0.501325663
965,0.492849498
966,0.484634919
967,0.514284386
968,0.505563432
969,0.498284102
970,0.492255645
971,0.52082822
972,0.486110539
973,0.497828837
974,0.488468811
975,0.511827866
976,0.500356548
977,0.535551606
978,0.504718104
979,0.502563301
980,0.50831759
981,0.539553225
982,0.498867083
983,0.493935247
984,0.5159538
985,0.50940392
986,0.518579295
987,0.512254234
988,0.502222173
989,0.477651492
990,0.514284543
991,0.482615026
992,0.486671686
993,0.514754901
994,0.500371701
995,0.489033406
996,0.503861924
997,0.513178979
998,0.49810023
999,0.494764614
1000,0.55356805
1001,0.523573859
1002,0.495104972
1003,0.573142252
1004,0.504252702
1005,0.518912463
1006,0.498626282
1007,0.511247802
1008,0.598352876
1009,0.508899202
1010,0.491600739
1011,0.515562725
1012,0.514732424
1013,0.502999505
1014,0.484920592
1015,0.48279637
1016,0.516968141
1017,0.129173981
1018,0.509698438
1019,0.508172916
1020,0.523214673
1021,0.51345061
1022,0.518718178
1023,0.51883331
1024,0.505976509
1025,0.515355698
1026,0.501407044
1027,0.516597552
1028,0.494178793
1029,0.487128876
1030,0.493726228
1031,0.494561068
1032,0.529220439
1033,0.521919517
1034,0.495867216
1035,0.508996378
1036,0.532740758
1037,0.504974173
1038,0.505806626
1039,0.529548478
1040,0.502647901
1041,0.529471411
1042,0.501838481
1043,0.544845752
1044,0.482669904
1045,0.518969866
1046,0.532595832
1047,0.481249384
1048,0.499376009
1049,0.51872864
1050,0.51097403
1051,0.508375943
1052,0.476738705
1053,0.519561363
1054,0.501601501
1055,0.48704566
1056,0.525327208
1057,0.498801643
1058,0.499322869
1059,0.485928926
1060,0.515446689
1061,0.538135099
1062,0.501066897
1063,0.472583509
1064,0.503111596
1065,0.512712973
1066,0.514341829
1067,0.484318913
1068,0.490823218
1069,0.500942556
1070,0.50176308
1071,0.549707606
1072,0.487160181
1073,0.50906882
1074,0.517224401
1075,0.518712714
1076,0.537042505
1077,0.492990887
1078,0.50827182
1079,0.494177714
1080,0.308874008
1081,0.535622652
1082,0.66224027
1083,0.496347618
1084,0.500720952
1085,0.478793894
1086,0.52882237
1087,0.501575855
1088,0.504069448
1089,0.515000053
1090,0.513122695
1091,0.529441913
1092,0.5359992
1093,0.509389754
1094,0.494580022
1095,0.511315097
1096,0.484763343
1097,0.484113172
1098,0.49828908
1099,0.495467073
1100,0.499690343
1101,0.526873957
1102,0.515075569
1103,0.506224693
1104,0.521130105
1105,0.50014113
1106,0.498117576
1107,0.51453376
1108,0.500746183
1109,0.520084893
1110,0.509216898
1111,0.519190047
1112,0.52005349
1113,0.494981661
1114,0.472912874
1115,0.491987167
1116,0.51249457
1117,0.517819221
1118,0.511615121
1119,0.503607789
1120,0.49287135
1121,0.504504631
1122,0.495790684
1123,0.495894799
1124,0.505136275
1125,0.481346797
1126,0.508451115
1127,0.516715707
1128,0.491675631
1129,0.521973079
1130,0.492507317
1131,0.517904291
1132,0.489481731
1133,0.48221321
1134,0.508170095
1135,0.512680784
1136,0.508373158
1137,0.516345254
1138,0.574802926
1139,0.487832007
1140,0.503951786
1141,0.511124618
1142,0.506104528
1143,0.496533101
1144,0.50193939
1145,0.5002702
1146,0.496576634
1147,0.492916528
1148,0.614728654
1149,0.514313885
1150,0.494152024
1151,0.489087214
1152,0.496586542
1153,0.504038256
1154,0.513022306
1155,0.51642492
1156,0.523189276
1157,0.498586256
1158,0.503187637
1159,0.503655178
1160,0.497761082
1161,0.513625825
1162,0.544676868
1163,0.508141823
1164,0.469309833
1165,0.451257832
1166,0.508575119
1167,0.508100317
1168,0.492368015
1169,0.525160099
1170,0.500172418
1171,0.535683771
1172,0.513928648
1173,0.527268061
1174,0.519884428
1175,0.534559066
1176,0.489654706
1177,0.500537286
1178,0.535058982
1179,0.498910107
1180,0.531294017
1181,0.499328004
1182,0.506669046
1183,0.476916588
1184,0.493469971
1185,0.47963054
1186,0.527004019
1187,0.504410547
1188,0.49732807
1189,0.498706927
1190,0.483835115
1191,0.500777681
1192,0.508958481
1193,0.494921142
1194,0.5206763
1195,0.509421443
1196,0.523981157
1197,0.51451102
1198,0.50903095
1199,0.460600845
1200,0.50110411
1201,0.603044219
1202,0.507613612
1203,0.512783139
1204,0.50835685
1205,0.507276648
1206,0.5200392
1207,0.521266602
1208,0.510251906
1209,0.513927279
1210,0.504748483
1211,0.558951468
1212,0.487878928
1213,0.515232602
1214,0.496373783
1215,0.499021412
1216,0.50295931
1217,0.508044574
1218,0.512231644
1219,0.513171085
1220,0.495134999
1221,0.497294317
1222,0.500328508
1223,0.510193704
1224,0.638882911
1225,0.545398159
1226,0.465412324
1227,0.47928352
1228,0.50649008
1229,0.523088992
1230,0.524445584
1231,0.523057476
1232,0.493729116
1233,0.48618484
1234,0.512359742
1235,0.496693866
1236,0.506676507
1237,0.497691241
1238,0.521576232
1239,0.491489109
1240,0.498802507
1241,0.488487195
1242,0.508723752
1243,0.480552754
1244,0.507736543
1245,0.493529533
1246,0.507956599
1247,0.51716876
1248,0.513118602
1249,0.443673195
1250,0.601371009
1251,0.515980037
1252,0.522744321
1253,0.50505707
1254,0.478919071
1255,0.520636164
1256,0.506780129
1257,0.498465247
1258,0.52471489
1259,0.539581924
1260,0.525414903
1261,0.532190641
1262,0.523512558
1263,0.518345787
1264,0.496942734
1265,0.515523446
1266,0.51491396
1267,0.517579587
1268,0.50822406
1269,0.506784774
1270,0.514288923
1271,0.523491224
1272,0.515446619
1273,0.512150953
1274,0.506247946
1275,0.502112443
1276,0.518356843
1277,0.520922561
1278,0.506161878
1279,0.501496492
1280,0.495936576
1281,0.506645588
1282,0.498504303
1283,0.515147744
1284,0.529795079
1285,0.508778138
1286,0.500914653
1287,0.55137668
1288,0.562349567
1289,0.497132045
1290,0.501074914
1291,0.50048362
1292,0.48649507
1293,0.525848152
1294,0.506671125
1295,0.497958597
1296,0.552663897
1297,0.52658901
1298,0.52193224
1299,0.501206756
1300,0.495083313
1301,0.484992914
1302,0.508402377
1303,0.568239073
1304,0.47079025
1305,0.536809431
1306,0.493719545
1307,0.500563269
1308,0.588106683
1309,0.490267859
1310,0.50759609
1311,0.515221089
1312,0.478309776
1313,0.493664769
1314,0.471394044
1315,0.522210679
1316,0.457771111
1317,0.491887348
1318,0.476909971
1319,0.488656669
1320,0.496815579
1321,0.525662513
1322,0.529522687
1323,0.509346945
1324,0.525626109
1325,0.512653537
1326,0.524239957
1327,0.480413646
1328,0.486742937
1329,0.501487993
1330,4.777181225
1331,0.504632321
1332,1.343626077
1333,0.525814107
1334,0.530548601
1335,0.528787893
1336,0.514508014
1337,0.530729165
1338,1.046507463
1339,0.50240847
1340,0.503029299
1341,0.524728104
1342,0.513159565
1343,0.557432387
1344,0.500039489
1345,0.498363576
1346,0.511054857
1347,0.506341593
1348,0.518010865
1349,0.494978947
1350,0.506224001
1351,0.49627059
1352,0.502041122
1353,0.516651934
1354,1.343626077
1355,0.505980717
1356,0.503631508
1357,0.50063115
1358,0.503806291
1359,0.512230623
1360,0.51469574
1361,0.580361723
1362,0.50355001
1363,0.498842882
1364,0.489317273
1365,0.620995865
1366,0.493499617
1367,0.502271493
1368,0.546863548
1369,0.500299565
1370,0.509214933
1371,0.482290317
1372,0.515137227
1373,0.509264776
1374,0.513592287
1375,0.513423989
1376,0.499800407
1377,0.520236608
1378,0.556824285
1379,0.585288323
1380,0.514469123
1381,0.513037006
1382,0.524072261
1383,0.497319988
1384,0.491327149
1385,0.519302739
1386,0.490769921
1387,0.48913539
1388,0.499900052
1389,0.495616365
1390,0.52040762
1391,0.544127781
1392,0.485836964
1393,0.506024404
1394,0.560221712
1395,0.513337408
1396,0.544845752
1397,0.556201183
1398,0.498883165
1399,0.503616981
1400,0.53669293
1401,0.509823216
1402,0.525511626
1403,0.509570865
1404,0.502823843
1405,0.514222497
1406,0.508474644
1407,0.513361861
1408,0.516091009
1409,0.48678911
1410,0.479633257
1411,0.504826027
1412,0.518806558
1413,0.501521027
1414,0.486794841
1415,0.51468659
1416,0.492315887
1417,0.520492849
1418,0.513435706
1419,0.501724255
1420,0.513653667
1421,0.544460015
1422,0.513796558
1423,0.566816063
1424,0.539748913
1425,0.524514287
1426,0.509024229
1427,0.50477771
1428,0.521032623
1429,0.510534057
1430,0.505552085
1431,0.510881945
1432,0.487989034
1433,0.542383864
1434,0.486137627
1435,0.494470965
1436,0.496426013
1437,0.483000604
1438,0.516478654
1439,0.493677912
1440,0.518177295
1441,0.507821459
1442,0.556631536
1443,0.538059104
1444,0.504853635
1445,0.497997158
1446,0.51201133
1447,0.494039363
1448,0.498906673
1449,0.503372885
1450,0.468926775
1451,0.509846062
1452,0.515796037
1453,0.510225103
1454,0.498641768
1455,0.476247014
1456,0.529996946
1457,0.524410799
1458,0.504236925
1459,0.497092126
1460,0.497660164
1461,0.514467435
1462,0.460060629
1463,0.496190356
1464,0.537690368
1465,0.5178486
1466,0.505207805
1467,0.4956559
1468,0.50347493
1469,0.504009118
1470,0.500143676
1471,0.509803403
1472,0.494102889
1473,0.513845302
1474,0.506718578
1475,0.480907761
1476,0.50135093
1477,0.490903212
1478,0.490315115
1479,0.512783532
1480,0.54672686
1481,0.551811328
1482,0.525349048
1483,0.517584581
1484,0.564783999
1485,0.517537325
1486,0.498086881
1487,0.466230016
1488,0.502346908
1489,0.490709463
1490,0.494073878
1491,0.541072378
1492,0.4714056
1493,0.501918347
1494,0.521028596
1495,0.568174414
1496,0.504501504
1497,1.343626077
1498,0.507328533
1499,0.493267067
1500,0.48750933
1501,0.501928002
1502,0.496112601
1503,0.520543179
1504,0.502337987
1505,0.504945126
1506,0.50831621
1507,0.529712
1508,0.544820959
1509,0.501382163
1510,0.506321268
1511,0.510153319
1512,0.488230754
1513,0.498048209
1514,0.509539446
1515,0.491601708
1516,0.500564379
1517,0.523550677
1518,0.496851863
1519,0.568174414
1520,0.48760489
1521,0.477500184
1522,0.508223656
1523,0.509818927
1524,0.495040835
1525,0.536761479
1526,0.508509278
1527,0.503661273
1528,0.494199676
1529,0.498170961
1530,0.464634516
1531,0.487789564
1532,0.490533278
1533,0.491173054
1534,0.498685171
1535,0.515229923
1536,0.50870904
1537,0.539699081
1538,0.510363527
1539,0.504680126
1540,0.494519197
1541,0.519864826
1542,0.511373794
1543,0.517309491
1544,0.498990247
1545,0.515054034
1546,0.50757442
1547,0.501170214
1548,0.486584034
1549,0.517498883
1550,0.521110653
1551,0.528586569
1552,0.50763764
1553,0.511290976
1554,0.50790401
1555,0.519901379
1556,0.507014145
1557,0.517795332
1558,0.498744856
1559,0.516334011
1560,0.513692749
1561,0.518437509
1562,0.523724703
1563,0.524336844
1564,0.511692935
1565,0.5174921
1566,0.505280245
1567,0.509855569
1568,0.514961512
1569,0.509644719
1570,0.517509393
1571,0.517098884
1572,0.513575318
1573,0.49913638
1574,0.521937152
1575,0.471749339
1576,0.538936145
1577,0.485849995
1578,0.505145458
1579,0.522876649
1580,0.489671594
1581,0.490197
1582,0.508876066
1583,0.482708392
1584,0.493004118
1585,0.502841819
1586,0.512369022
1587,0.524940231
1588,0.483954271
1589,0.508650444
1590,0.495823247
1591,0.47470681
1592,0.504954245
1593,0.502599344
1594,0.507293239
1595,0.518764099
1596,0.507633932
1597,0.507729529
1598,0.514922569
1599,0.51568698
1600,0.505920491
1601,0.455274619
1602,0.519071388
1603,0.511089285
1604,0.498989479
1605,0.513453842
1606,0.471799032
1607,0.484059545
1608,0.427259834
1609,0.51641563
1610,0.535142424
1611,0.508101511
1612,0.501254829
1613,0.510973702
1614,0.506100609
1615,0.498826519
1616,0.49820981
1617,0.46420192
1618,0.523343376
1619,0.514189519
1620,0.558173441
1621,0.49145952
1622,0.50830095
1623,0.493656287
1624,0.483096956
1625,0.51354543
1626,0.498943256
1627,0.513958229
1628,0.508216538
1629,0.508059158
1630,0.527216164
1631,0.505121522
1632,0.492711308
1633,0.50386893
1634,0.535301634
1635,0.493910223
1636,0.504121408
1637,0.500117213
1638,0.485992245
1639,1.343626077
1640,0.509877088
1641,0.499920684
1642,0.497472158
1643,0.512472242
1644,0.510347346
1645,0.501019455
1646,0.501312194
1647,0.502162063
1648,0.498610087
1649,0.504193483
1650,0.487192674
1651,0.544569511
1652,0.511421004
1653,0.493271689
1654,0.504606538
1655,0.578174597
1656,0.517333945
1657,0.506488483
1658,0.509189032
1659,0.538790573
1660,0.481556254
1661,0.508691317
1662,0.523531458
1663,0.505410397
1664,0.475151398
1665,0.529740935
